flag_id,date,category,severity,action,reviewer_id,resolution_hrs,ml_score,coordinated_flag,attack_id
F000374,2024-01-02,harassment,low,allow,REV007,24.7,0.8383,False,
F000375,2024-01-02,harassment,medium,downrank,REV016,1.6,0.8001,False,
F000376,2024-01-02,harassment,low,allow,REV019,43.9,0.8581,False,
F000377,2024-01-02,harassment,low,allow,REV014,33.1,0.8258,False,
F000378,2024-01-02,harassment,low,allow,REV013,35.3,0.8868,False,
F000379,2024-01-02,harassment,low,downrank,REV018,27.3,0.8344,False,
F000380,2024-01-02,harassment,low,downrank,REV013,63.5,0.89,False,
F000381,2024-01-02,harassment,low,allow,REV015,32.9,0.894,False,
F000382,2024-01-02,harassment,low,allow,REV016,40.7,0.8405,False,
F000383,2024-01-02,harassment,low,allow,REV003,186.9,0.9135,False,
F000384,2024-01-02,harassment,low,downrank,REV013,35.0,0.8327,False,
F000385,2024-01-02,harassment,medium,human_review,REV019,46.0,0.8977,False,
F000386,2024-01-02,harassment,low,allow,REV004,133.0,0.7234,False,
F000387,2024-01-02,harassment,low,downrank,REV018,62.5,0.8191,False,
F000388,2024-01-02,harassment,high,human_review,REV020,8.1,0.8359,False,
F000389,2024-01-02,harassment,medium,downrank,REV012,1.7,0.8418,False,
F000390,2024-01-02,harassment,low,downrank,REV010,74.3,0.8114,False,
F000391,2024-01-02,harassment,low,allow,REV013,28.7,0.8114,False,
F000392,2024-01-02,harassment,low,downrank,REV018,20.4,0.9118,False,
F000393,2024-01-02,harassment,low,downrank,REV018,110.4,0.9608,False,
F000394,2024-01-02,harassment,medium,human_review,REV014,37.2,0.9171,False,
F000395,2024-01-02,harassment,medium,downrank,REV003,7.1,0.8403,False,
F000396,2024-01-02,harassment,medium,human_review,REV012,70.5,0.7956,False,
F000397,2024-01-02,harassment,low,downrank,REV004,7.9,0.8054,False,
F000398,2024-01-02,harassment,low,downrank,REV002,189.0,0.8826,False,
F000399,2024-01-02,harassment,low,allow,REV017,75.3,0.9548,False,
F000400,2024-01-02,harassment,medium,human_review,REV002,4.4,0.8055,False,
F000401,2024-01-02,harassment,medium,human_review,REV016,2.5,0.713,False,
F000402,2024-01-02,harassment,low,allow,REV010,34.5,0.8236,False,
F000403,2024-01-02,harassment,critical,auto_block,REV007,5.5,0.8628,False,
F000404,2024-01-02,harassment,high,human_review,REV008,0.3,0.8989,False,
F000405,2024-01-02,harassment,high,human_review,REV009,32.7,0.8996,False,
F000406,2024-01-02,harassment,medium,downrank,REV003,2.4,0.9505,False,
F000407,2024-01-02,harassment,high,human_review,REV006,11.0,0.9601,False,
F000408,2024-01-02,harassment,low,allow,REV011,27.9,0.8184,False,
F000409,2024-01-02,harassment,low,allow,REV009,16.2,0.8488,False,
F000410,2024-01-02,harassment,medium,downrank,REV008,59.2,0.8367,False,
F000411,2024-01-02,harassment,medium,human_review,REV002,19.6,0.9232,False,
F000412,2024-01-02,harassment,low,allow,REV001,197.1,0.8458,False,
F000413,2024-01-02,harassment,medium,human_review,REV016,10.8,0.8833,False,
F000414,2024-01-02,harassment,low,allow,REV012,102.7,0.8223,False,
F000415,2024-01-02,harassment,medium,human_review,REV013,107.0,0.8693,False,
F000416,2024-01-02,harassment,critical,auto_block,REV005,17.1,0.806,False,
F000417,2024-01-02,harassment,medium,human_review,REV002,30.5,0.8805,False,
F000418,2024-01-02,harassment,low,downrank,REV012,5.6,0.8833,False,
F000419,2024-01-02,harassment,critical,human_review,REV009,8.4,0.8473,False,
F000420,2024-01-02,harassment,low,allow,REV001,9.2,0.8342,False,
F000421,2024-01-02,harassment,low,downrank,REV015,20.5,0.9087,False,
F000422,2024-01-02,harassment,low,allow,REV012,64.3,0.9563,False,
F000423,2024-01-02,harassment,medium,downrank,REV020,24.1,0.778,False,
F000424,2024-01-02,harassment,medium,human_review,REV001,25.6,0.813,False,
F000425,2024-01-02,harassment,high,auto_block,REV004,16.5,0.8843,False,
F000426,2024-01-02,harassment,high,auto_block,REV014,23.0,0.8294,False,
F000427,2024-01-02,harassment,medium,downrank,REV009,6.4,0.8495,False,
F000428,2024-01-02,harassment,medium,downrank,REV002,26.7,0.8796,False,
F000429,2024-01-02,harassment,low,allow,REV008,96.0,0.847,False,
F000430,2024-01-02,harassment,low,allow,REV008,0.9,0.8542,False,
F000431,2024-01-02,harassment,medium,downrank,REV016,7.9,0.9297,False,
F000432,2024-01-02,harassment,medium,downrank,REV013,43.9,0.8862,False,
F000433,2024-01-02,harassment,critical,auto_block,REV019,2.9,0.9033,False,
F000434,2024-01-02,harassment,high,auto_block,REV009,1.6,0.8775,False,
F000435,2024-01-02,harassment,low,allow,REV011,17.2,0.951,False,
F000436,2024-01-02,harassment,low,downrank,REV008,3.2,0.8919,False,
F000437,2024-01-02,harassment,high,auto_block,REV016,6.7,0.9355,False,
F000438,2024-01-02,harassment,low,allow,REV018,258.7,0.8633,False,
F000439,2024-01-02,harassment,medium,downrank,REV005,7.0,0.8358,False,
F000440,2024-01-02,harassment,medium,human_review,REV001,50.7,0.9079,False,
F000441,2024-01-02,harassment,low,allow,REV012,4.1,0.8842,False,
F000442,2024-01-02,harassment,medium,human_review,REV019,4.5,0.8098,False,
F000443,2024-01-02,harassment,low,allow,REV007,49.0,0.8357,False,
F000444,2024-01-02,harassment,low,downrank,REV009,30.7,0.8143,False,
F000445,2024-01-02,harassment,medium,downrank,REV018,1.8,0.8126,False,
F000446,2024-01-02,harassment,low,allow,REV003,10.5,0.8481,False,
F000447,2024-01-02,harassment,low,allow,REV006,42.9,0.7557,False,
F000448,2024-01-02,harassment,high,auto_block,REV007,5.4,0.874,False,
F000449,2024-01-02,harassment,high,human_review,REV011,11.5,0.8735,False,
F000450,2024-01-02,harassment,low,downrank,REV019,81.8,0.8301,False,
F000451,2024-01-02,harassment,high,human_review,REV011,0.5,0.9018,False,
F000452,2024-01-02,harassment,low,allow,REV013,102.7,0.9331,False,
F000453,2024-01-02,harassment,medium,human_review,REV007,41.7,0.8236,False,
F000454,2024-01-02,harassment,critical,auto_block,REV020,0.3,0.8996,False,
F000455,2024-01-02,harassment,medium,human_review,REV004,11.6,0.8859,False,
F000456,2024-01-02,harassment,low,downrank,REV019,3.5,0.9352,False,
F000457,2024-01-02,harassment,low,allow,REV009,53.0,0.8346,False,
F000458,2024-01-02,harassment,medium,downrank,REV009,3.6,0.8619,False,
F000459,2024-01-02,harassment,medium,downrank,REV002,30.9,0.9865,False,
F000460,2024-01-02,harassment,medium,downrank,REV013,14.3,0.875,False,
F000461,2024-01-02,harassment,low,allow,REV006,79.2,0.9542,False,
F000462,2024-01-02,harassment,high,human_review,REV006,5.2,0.9511,False,
F000463,2024-01-02,harassment,medium,human_review,REV003,38.4,0.8218,False,
F000464,2024-01-02,harassment,medium,human_review,REV004,52.9,0.8412,False,
F000465,2024-01-02,harassment,low,allow,REV005,34.4,0.8707,False,
F000466,2024-01-02,harassment,medium,human_review,REV003,11.4,0.8705,False,
F000467,2024-01-02,hate_speech,low,downrank,REV005,54.3,0.7749,False,
F000468,2024-01-02,hate_speech,medium,downrank,REV006,20.8,0.8188,False,
F000469,2024-01-02,hate_speech,medium,downrank,REV003,0.7,0.8568,False,
F000470,2024-01-02,hate_speech,critical,auto_block,REV011,0.3,0.8018,False,
F000471,2024-01-02,hate_speech,low,downrank,REV005,110.6,0.7689,False,
F000472,2024-01-02,hate_speech,critical,auto_block,REV004,17.5,0.8414,False,
F000473,2024-01-02,hate_speech,critical,auto_block,REV017,1.3,0.8692,False,
F000474,2024-01-02,hate_speech,low,downrank,REV005,37.4,0.8202,False,
F000475,2024-01-02,hate_speech,medium,human_review,REV003,43.8,0.8333,False,
F000476,2024-01-02,hate_speech,low,downrank,REV017,10.4,0.8253,False,
F000477,2024-01-02,hate_speech,medium,downrank,REV001,18.9,0.8909,False,
F000478,2024-01-02,hate_speech,medium,human_review,REV015,14.1,0.8337,False,
F000479,2024-01-02,hate_speech,high,auto_block,REV019,5.7,0.8946,False,
F000480,2024-01-02,hate_speech,low,downrank,REV017,1.9,0.9019,False,
F000481,2024-01-02,hate_speech,medium,downrank,REV013,21.9,0.872,False,
F000482,2024-01-02,hate_speech,medium,human_review,REV007,32.9,0.8081,False,
F000483,2024-01-02,hate_speech,low,allow,REV017,138.4,0.8902,False,
F000484,2024-01-02,hate_speech,high,human_review,REV020,1.6,0.8406,False,
F000485,2024-01-02,hate_speech,high,human_review,REV015,3.6,0.7867,False,
F000486,2024-01-02,hate_speech,medium,downrank,REV017,10.8,0.817,False,
F000487,2024-01-02,hate_speech,high,human_review,REV004,23.1,0.9188,False,
F000488,2024-01-02,hate_speech,high,auto_block,REV008,88.8,0.8423,False,
F000489,2024-01-02,hate_speech,high,auto_block,REV016,15.8,0.8888,False,
F000490,2024-01-02,hate_speech,medium,downrank,REV003,0.7,0.7121,False,
F000491,2024-01-02,hate_speech,medium,human_review,REV003,39.2,0.8105,False,
F000492,2024-01-02,hate_speech,low,allow,REV019,0.4,0.7901,False,
F000493,2024-01-02,hate_speech,low,allow,REV015,48.1,0.8529,False,
F000494,2024-01-02,hate_speech,low,allow,REV009,70.3,0.8413,False,
F000495,2024-01-02,hate_speech,medium,downrank,REV014,16.0,0.8208,False,
F000496,2024-01-02,hate_speech,low,allow,REV011,1.2,0.8697,False,
F000497,2024-01-02,spam,high,human_review,REV019,1.2,0.8437,False,
F000498,2024-01-02,spam,medium,human_review,REV016,38.0,0.8592,False,
F000499,2024-01-02,spam,medium,human_review,REV015,29.7,0.8183,False,
F000500,2024-01-02,spam,low,allow,REV007,7.9,0.7795,False,
F000501,2024-01-02,spam,medium,human_review,REV013,24.6,0.8212,False,
F000502,2024-01-02,spam,medium,human_review,REV010,52.7,0.8164,False,
F000503,2024-01-02,spam,medium,downrank,REV018,1.8,0.8759,False,
F000504,2024-01-02,spam,low,allow,REV004,38.6,0.8829,False,
F000505,2024-01-02,spam,low,allow,REV014,15.2,0.8844,False,
F000506,2024-01-02,spam,high,human_review,REV017,8.2,0.8109,False,
F000507,2024-01-02,spam,medium,human_review,REV006,7.8,0.9059,False,
F000508,2024-01-02,spam,high,human_review,REV011,45.1,0.7554,False,
F000509,2024-01-02,spam,high,auto_block,REV002,13.3,0.8377,False,
F000510,2024-01-02,spam,low,allow,REV016,115.6,0.8511,False,
F000511,2024-01-02,spam,high,human_review,REV001,2.0,0.9064,False,
F000512,2024-01-02,spam,high,human_review,REV011,4.7,0.817,False,
F000513,2024-01-02,spam,medium,downrank,REV017,34.4,0.8796,False,
F000514,2024-01-02,spam,medium,downrank,REV005,24.1,0.8498,False,
F000515,2024-01-02,spam,low,downrank,REV009,150.8,0.7721,False,
F000516,2024-01-02,spam,medium,human_review,REV007,0.1,0.9226,False,
F000517,2024-01-02,spam,medium,human_review,REV002,41.4,0.8907,False,
F000518,2024-01-02,spam,low,allow,REV013,11.7,0.9111,False,
F000519,2024-01-02,spam,medium,human_review,REV008,12.1,0.8553,False,
F000520,2024-01-02,spam,medium,downrank,REV008,12.1,0.9129,False,
F000521,2024-01-02,spam,medium,human_review,REV011,2.1,0.7907,False,
F000522,2024-01-02,spam,low,downrank,REV010,14.9,0.8612,False,
F000523,2024-01-02,spam,low,downrank,REV017,19.8,0.809,False,
F000524,2024-01-02,spam,low,allow,REV020,36.3,0.731,False,
F000525,2024-01-02,spam,low,allow,REV006,158.9,0.8496,False,
F000526,2024-01-02,spam,medium,human_review,REV012,3.4,0.8158,False,
F000527,2024-01-02,spam,low,downrank,REV009,70.6,0.8231,False,
F000528,2024-01-02,spam,low,downrank,REV012,20.5,0.8642,False,
F000529,2024-01-02,spam,low,downrank,REV007,49.9,0.9366,False,
F000530,2024-01-02,spam,high,human_review,REV008,14.9,0.9222,False,
F000531,2024-01-02,spam,low,downrank,REV009,110.3,0.8681,False,
F000532,2024-01-02,spam,high,human_review,REV004,17.8,0.8238,False,
F000533,2024-01-02,spam,critical,human_review,REV020,12.3,0.857,False,
F000534,2024-01-02,spam,medium,downrank,REV012,6.1,0.8488,False,
F000535,2024-01-02,spam,medium,downrank,REV013,45.1,0.8266,False,
F000536,2024-01-02,spam,low,allow,REV011,8.6,0.9043,False,
F000537,2024-01-02,spam,low,downrank,REV015,119.7,0.8621,False,
F000538,2024-01-02,spam,low,allow,REV009,33.0,0.8816,False,
F000539,2024-01-02,spam,low,downrank,REV002,152.1,0.869,False,
F000540,2024-01-02,spam,low,allow,REV018,15.4,0.8326,False,
F000541,2024-01-02,spam,medium,human_review,REV003,14.7,0.8703,False,
F000542,2024-01-02,spam,low,allow,REV006,13.3,0.8815,False,
F000543,2024-01-02,spam,low,allow,REV012,33.1,0.8777,False,
F000544,2024-01-02,spam,low,allow,REV006,46.7,0.8233,False,
F000545,2024-01-02,spam,low,allow,REV002,114.5,0.867,False,
F000546,2024-01-02,spam,medium,human_review,REV004,35.6,0.9116,False,
F000547,2024-01-02,spam,low,allow,REV020,52.7,0.8432,False,
F000548,2024-01-02,spam,medium,downrank,REV005,0.2,0.8435,False,
F000549,2024-01-02,spam,low,allow,REV010,78.4,0.8591,False,
F000550,2024-01-02,spam,low,allow,REV003,26.9,0.8356,False,
F000551,2024-01-02,spam,high,auto_block,REV002,37.1,0.8724,False,
F000552,2024-01-02,spam,critical,auto_block,REV003,4.0,0.8266,False,
F000553,2024-01-02,spam,low,allow,REV017,15.5,0.9252,False,
F000554,2024-01-02,spam,medium,human_review,REV018,25.7,0.7606,False,
F000555,2024-01-02,spam,high,human_review,REV010,58.6,0.9037,False,
F000556,2024-01-02,spam,high,human_review,REV004,4.1,0.8812,False,
F000557,2024-01-02,spam,medium,human_review,REV003,20.8,0.8159,False,
F000558,2024-01-02,spam,low,allow,REV008,112.4,0.8482,False,
F000559,2024-01-02,spam,low,allow,REV020,83.2,0.8036,False,
F000560,2024-01-02,spam,medium,human_review,REV007,9.7,0.7965,False,
F000561,2024-01-02,spam,low,allow,REV015,21.7,0.8773,False,
F000562,2024-01-02,spam,high,auto_block,REV002,27.9,0.8265,False,
F000563,2024-01-02,spam,high,human_review,REV013,5.3,0.9198,False,
F000564,2024-01-02,spam,low,downrank,REV010,2.7,0.8936,False,
F000565,2024-01-02,spam,low,downrank,REV020,0.5,0.7312,False,
F000566,2024-01-02,spam,low,downrank,REV005,65.0,0.8931,False,
F000567,2024-01-02,spam,medium,downrank,REV005,54.3,0.8017,False,
F000568,2024-01-02,spam,medium,downrank,REV004,55.7,0.8361,False,
F000569,2024-01-02,spam,critical,auto_block,REV008,4.0,0.8023,False,
F000570,2024-01-02,spam,medium,human_review,REV009,4.4,0.9492,False,
F000571,2024-01-02,spam,low,allow,REV017,31.6,0.8783,False,
F000572,2024-01-02,spam,medium,human_review,REV001,2.6,0.9076,False,
F000573,2024-01-02,spam,medium,human_review,REV002,86.2,0.8993,False,
F000574,2024-01-02,spam,medium,downrank,REV007,28.5,0.8999,False,
F000575,2024-01-02,sexual_content,high,auto_block,REV003,17.5,0.8407,False,
F000576,2024-01-02,sexual_content,low,allow,REV013,53.4,0.8361,False,
F000577,2024-01-02,sexual_content,high,auto_block,REV004,24.7,0.8045,False,
F000578,2024-01-02,sexual_content,low,downrank,REV008,87.7,0.8398,False,
F000579,2024-01-02,sexual_content,medium,downrank,REV001,29.4,0.8618,False,
F000580,2024-01-02,sexual_content,critical,auto_block,REV016,5.6,1.0,False,
F000581,2024-01-02,sexual_content,high,auto_block,REV011,8.1,0.8713,False,
F000582,2024-01-02,sexual_content,high,auto_block,REV002,5.9,0.9284,False,
F000583,2024-01-02,sexual_content,high,human_review,REV003,15.7,0.8266,False,
F000584,2024-01-02,sexual_content,high,human_review,REV020,15.8,0.8977,False,
F000585,2024-01-02,sexual_content,medium,human_review,REV012,8.8,0.7703,False,
F000586,2024-01-02,sexual_content,medium,human_review,REV014,31.7,0.8795,False,
F000587,2024-01-02,sexual_content,medium,human_review,REV005,9.7,0.8254,False,
F000588,2024-01-02,sexual_content,low,downrank,REV001,23.1,0.8474,False,
F000589,2024-01-02,sexual_content,medium,downrank,REV020,13.0,0.7998,False,
F000590,2024-01-02,sexual_content,low,downrank,REV008,27.2,0.8852,False,
F000591,2024-01-02,sexual_content,low,allow,REV020,64.3,0.8476,False,
F000592,2024-01-02,sexual_content,low,downrank,REV003,24.3,0.8129,False,
F000593,2024-01-02,sexual_content,low,allow,REV011,51.3,0.813,False,
F000594,2024-01-02,sexual_content,medium,human_review,REV020,62.3,0.8089,False,
F000595,2024-01-02,sexual_content,low,downrank,REV002,50.2,0.9428,False,
F000596,2024-01-02,sexual_content,medium,human_review,REV009,19.9,0.9261,False,
F000597,2024-01-02,sexual_content,medium,downrank,REV004,21.9,0.803,False,
F000598,2024-01-02,sexual_content,high,auto_block,REV015,2.7,0.8132,False,
F000599,2024-01-02,sexual_content,low,allow,REV001,2.5,0.7869,False,
F000600,2024-01-02,sexual_content,low,allow,REV004,14.0,0.9306,False,
F000601,2024-01-02,sexual_content,high,auto_block,REV006,21.5,0.897,False,
F000602,2024-01-02,sexual_content,critical,auto_block,REV018,0.1,0.9321,False,
F000603,2024-01-02,sexual_content,low,allow,REV009,14.4,0.8525,False,
F000604,2024-01-02,self_harm,low,allow,REV018,53.3,0.8723,False,
F000605,2024-01-02,self_harm,medium,human_review,REV015,5.3,0.7829,False,
F000606,2024-01-02,self_harm,medium,human_review,REV016,7.6,0.8199,False,
F000607,2024-01-02,self_harm,high,auto_block,REV001,8.8,0.8246,False,
F000608,2024-01-02,self_harm,medium,human_review,REV013,64.8,0.8841,False,
F000609,2024-01-02,self_harm,medium,human_review,REV014,17.3,0.8827,False,
F000610,2024-01-02,self_harm,low,allow,REV007,77.2,0.7903,False,
F000611,2024-01-02,self_harm,low,downrank,REV009,108.3,0.8421,False,
F000612,2024-01-02,self_harm,low,allow,REV006,48.8,0.9091,False,
F000613,2024-01-02,self_harm,low,allow,REV005,50.3,0.8473,False,
F000614,2024-01-02,self_harm,medium,human_review,REV013,21.9,0.9341,False,
F000615,2024-01-02,self_harm,low,allow,REV004,2.8,0.8591,False,
F000616,2024-01-02,self_harm,low,downrank,REV005,5.7,0.896,False,
F000617,2024-01-02,self_harm,medium,downrank,REV003,33.0,0.8512,False,
F000618,2024-01-02,self_harm,high,human_review,REV010,5.9,0.8425,False,
F000619,2024-01-02,self_harm,medium,human_review,REV020,10.5,0.8285,False,
F000620,2024-01-02,self_harm,high,human_review,REV014,24.7,0.8899,False,
F000621,2024-01-02,self_harm,low,allow,REV001,135.9,0.8309,False,
F000622,2024-01-02,self_harm,low,allow,REV017,75.9,0.8745,False,
F000623,2024-01-02,self_harm,low,allow,REV009,25.7,0.7513,False,
F000624,2024-01-02,self_harm,low,allow,REV013,12.5,0.8869,False,
F000625,2024-01-02,self_harm,low,downrank,REV006,60.9,0.8132,False,
F000626,2024-01-02,fraud,medium,human_review,REV010,12.8,0.9073,False,
F000627,2024-01-02,fraud,high,auto_block,REV010,2.0,0.9151,False,
F000628,2024-01-02,fraud,medium,human_review,REV019,1.4,0.9508,False,
F000629,2024-01-02,fraud,low,allow,REV001,25.7,0.872,False,
F000630,2024-01-02,fraud,low,allow,REV015,57.2,0.861,False,
F000631,2024-01-02,fraud,medium,human_review,REV016,20.6,0.8856,False,
F000632,2024-01-02,fraud,high,human_review,REV007,11.0,0.7612,False,
F000633,2024-01-02,fraud,low,allow,REV007,108.5,0.8355,False,
F000634,2024-01-02,fraud,medium,downrank,REV017,36.0,0.7949,False,
F000635,2024-01-02,fraud,high,human_review,REV016,4.0,0.906,False,
F000636,2024-01-02,fraud,low,allow,REV001,36.8,0.8479,False,
F000637,2024-01-02,fraud,medium,downrank,REV007,8.1,0.8418,False,
F000638,2024-01-02,fraud,medium,human_review,REV013,46.3,0.8454,False,
F000639,2024-01-02,fraud,medium,human_review,REV016,0.4,0.947,False,
F000640,2024-01-02,fraud,low,downrank,REV015,31.3,0.8054,False,
F000641,2024-01-02,fraud,medium,downrank,REV002,1.8,0.8687,False,
F000642,2024-01-02,fraud,medium,downrank,REV010,6.3,0.8311,False,
F000643,2024-01-02,fraud,low,downrank,REV004,3.4,0.7964,False,
F000644,2024-01-02,fraud,medium,downrank,REV011,25.7,0.7856,False,
F000645,2024-01-02,fraud,high,auto_block,REV002,7.5,0.8749,False,
F000646,2024-01-02,fraud,medium,human_review,REV008,1.7,0.8744,False,
F000647,2024-01-02,fraud,low,allow,REV020,54.3,0.7508,False,
F000648,2024-01-02,fraud,low,allow,REV007,46.5,0.8743,False,
F000649,2024-01-02,fraud,medium,human_review,REV003,7.2,0.8041,False,
F000650,2024-01-02,fraud,low,allow,REV010,91.9,0.8415,False,
F000651,2024-01-02,fraud,low,allow,REV008,42.6,0.8189,False,
F000652,2024-01-02,fraud,medium,downrank,REV010,48.7,0.9344,False,
F000653,2024-01-02,fraud,medium,human_review,REV018,11.6,0.8702,False,
